id,origine,numero_isic,type_event,date,nature,region,lieu,niveau_gravite,annee
18979,Réseau,17968.0,RFC,2015-04-11,Rate de fermeture du PN à SAL 63,PAK,Entre Beaulieu-sur-Mer et Eze-sur-Mer - PN SAL2 n°63,,2015
20897,Réseau,,Incident grave de signalisation,2015-04-12,Un agent de conduite constate la présentation simultanée du S et du M.,AUV,Alésia,,2015
19074,Réseau,,Franchissement intempestif d'un signal d'arrêt fermé,2015-04-14,Franchissement du Cv542 par un TTX en gare de Pagny Moselle avec engagement du point protégé (horsDFV). Avec VP engagée.,LOR,Pagny/Moselle,,2015
19119,Mobilités,,Franchissement intempestif d'un signal d'arrêt fermé,2015-04-28,FSANF- Franchissement du carré violet 68 de 90 mètres avec engagement du point protégé.,PSE,LAROCHE MIGENNES,,2015
19150,Mobilités,18090,Franchissement intempestif d'un signal d'arrêt fermé,2015-05-02,"Franchissement du SI 52 fermé, à 26 km/h, par le Tram- train n°112230 avec engagement point protégé",PE,Aulnay sous Bois (93),,2015
19169,Réseau,0.0,Incident grave de signalisation,2015-05-05,"Suite à travaux de RVB la nuit du 28/29 avril, le Cv 2742 est mis en provisoire pour la direction de la voie 2 alors que son implantation normale s'adresse aux circulations voie 1.",RA,Lyon Guillotière (69),,2015
19257,Réseau,0,Défaillance voie,2015-05-12,Défaillance de voie suite à défaut de géométrie de voie,NPC,Sin le Noble,,2015
19319,Mobilités,18228,Collision contre heurtoir de fin de voie,2015-05-26,"Collision avec enfoncement de heurtoir et déraillement des engins moteur du train 383060 en
évolution sur tiroir 4 à Perrigny P3. Avec engagement de la VP.",BFC,Perrigny P3,,2015
19325,Cause Tiers Réseau,18243,Ouvrage d'art déterioré,2015-05-27,[a] Heurt par le Ter 865869 de la structure d'un pont rail endommagée par un camion.,PCA,Penne,,2015
19358,Mobilités,0,Incendie à bord d’un train,2015-05-27,Incendie,AUV,Neussargues (15),,2015
19374,Mobilités,0,Portes ouvertes sur train de voyageurs en circulation,2015-05-30,Porte ouverte en ligne,NPC,Hesdigneul,,2015
,Réseau,,Expédition d'un train sans ordre écrit  de restriction de vitesse,2015-06-07,"Expédition du train 13898, sans ordre, en direction du PN 477 (sal 2 non PSN) dont les barrières sont
fermées depuis plusieurs minutes.",PCA,St Mariens St Yvan,,2015
19481,Mobilités,0,Incendie à bord d’un train,2015-06-13,Incendie dans un train transportant des voyageurs,PAK,Septèmes.(13),,2015
19546,Mobilités,,Portes ouvertes sur train de voyageurs en circulation,2015-06-20,"Découverte, lors de problème de porte, Conduite Principale non alimentée, sur train IC 3355,
suite à robinet d'arrêt non ouvert au départ de Paris Saint Lazare",PSL,Gare de Mantes la Jolie,,2015
19566,Mobilités,18439,Franchissement intempestif d'un signal d'arrêt fermé,2015-06-21,"Franchissement du Signal d'Itinéraire (SI) n°53
et talonnage de l'aiguille 52b par le Tram train  n°112241",PE,Aulnay sous Bois (93),,2015
,Réseau,,Dégagement intempestif du domaine fermé,2015-06-29,Dégagement intempestif du domaine protégé par une bourreuse du GID Maintenance.,BDx,Hourcade,,2015
,Réseau,,Autorisation de franchissement d’un signal fermé,2015-06-30,"Délivrance d'une autorisation de franchissement sans vérification pour le C203 lors de la rentrée du train
n°765485 de l'EF SNCF Mobilités au poste G.",NMD,Sotteville,,2015
19899,Mobilités,,Incendie à bord d’un train,2015-08-07,[m]Incendie sur Loc 22248 assurant le TER 895848 à VOUJEAUCOURT .,AL,VOUJEAUCOURT,,2015
19987,Mobilités,17893,Dérive,2015-08-15,"Le train 8741 dérive de quelques mètres en direction du heurtoir de la voie 5 et monte sur les « STOP TGV »,pas de conséquences.",PRG,Paris Montparnasse,,2015
20036,Réseau,,Déraillement,2015-08-23,[a] déraillement sur VP suite coulée de boue,LR,Montpellier (Les Mazes),,2015
20130,Réseau,18819,Défaillance voie,2015-08-27,Défaut de géométrie détecté par une circulation et nécessitant l'arrêt des trains de marchandises,ALP,Entre Pont de Veyle et Macon ville,,2015
20216,Mobilités,,Dépassement de la vitesse limite de plus de 40 km/h,2015-09-04,Dépassement de vitesse >= 40 km/h,BFC,Byans,,2015
20226,Réseau,18977,Accident du travail,2015-09-10,"[r] ACTRAV / Accident du Travail pour blessures
graves de 2 agents maintenance",PRG,Saint Michel sur Orge,,2015
20281,Réseau,19015,Dégagement intempestif du domaine fermé,2015-09-15,"[r] SORTTX / Sortie « intempestive » TTX du domaine fermé 
(DFV en application CCTT n° 11-05)",PDL,Le Mans,,2015
20303,Mobilités,,Incident MD (Plan PUI-PMD),2015-09-17,[m] Incident MD type 2,RA,Sibelin (69),,2015
20380,Réseau,19084,Dégagement intempestif du domaine fermé,2015-09-23,"[r] Dégagement intempestif du domaine fermé par un TTx avec engagement
sans autorisation du domaine fermé contigu.",LM,Limoges,,2015
20364,Réseau,0,Défaillance voie,2015-09-23,[r] Défaut de géométrie de la voie 1,PCA,Morcenx (40),,2015
20471,Réseau,,Défaillance voie,2015-09-29,[r] - DEFOA - défaut de géométrie avec valeur d'arrêt détecté au niveau du coeur de croisement du branchement 25a lors d'une tournée Mauzin,NPC,Cambrai,,2015
20458,Réseau,,Défaillance voie,2015-09-30,[r] Défaut de géométrie de la voie détecté par Mauzin,PCA,entre Bayonne et Puyôo,,2015
20515,Mobilités,19187,Portes ouvertes sur train de voyageurs en circulation,2015-10-06,"[m] Incident lié aux portes pour ouverture intempestive - en ligne - 
porte sur matériel Z20860  du TN 142370 (UM2 Z2N)",PRG,Entre Saint-Michel N.D. & Musée dOrsay,,2015
20568,Réseau,,Défaillance voie,2015-10-08,[r] DEFOA / interdiction suite à Matisa,PCA,Massy Palaiseau,,2015
20712,Réseau,19317,Incident grave de signalisation,2015-10-27,[R] Deshuntage de la zone 32 au passage du train 868190,LM,St Victurnien (87),,2015
20825,Réseau,19381,Incident grave de signalisation,2015-11-02,"[a] - Libération intempestive d'une zone électrique sur VP au passage
du train de voyageurs de l'EF SNCF Mobilités (suspicion de déshuntage)",LR,Millau,,2015
20792,Réseau,,RFC,2015-11-04,[r] Raté de fermeture de PN SAL,RA,Entre Romans et Valence - PN SAL2 n°12,,2015
20879,Réseau,,Collision contre obstacle (hors Passage à Niveau),2015-11-10,"[r] - COLOBS - Coeur d'aiguille engageant le gabarit lors
de sa manoeuvre en cours de travaux, entrainant le heurt par le train 846421",NPC,Arras,,2015
21043,Mobilités,19504,Franchissement intempestif d'un signal d'arrêt fermé,2015-11-19,[m] Franchissement de Cv sur VP,ETR,Arles (13),,2015
21053,Réseau,,Défaillance voie,2015-11-20,"[r] Défaut de géométrie de la voie détecté par Mauzin, 2 surécartements de1476 mm voie MM3
et nécessitant l'arrêt des circulations.",PAK,L'Estaque,,2015
21093,Réseau,19571,Accident du travail,2015-11-26,[r] - ACTRAV - accident mortel d'un agent d'entreprise sur le chantier RVB,PSE,Corbeil Essonnes,,2015
21196,Mobilités,,Franchissement intempestif d'un signal d'arrêt fermé,2015-12-03,[m] Franchissement de Carré Violet sur VP avec engagement du point protégé,PSE,Melun (77),,2015
21546,Mobilités,,Dépassement de la vitesse limite de plus de 40 km/h,2015-12-14,"[m] Dépassement de Vitesse Limite > 40 Km/h par le conducteur train IC 3835 (V160)
pour non respect Vitesse Limite 60 Km/h (§3 RT 4500)",PDL,Entre Velluire PL & La Rochelle,,2015
21317,Mobilités,,Déraillement,2015-12-14,"[m]Déraillement  sur appareil de voie (TDr Cb)  engin moteur BB 60064 HLP 369716
avec engagement Voie Principale (voie 2) contigüe",BR,Gare de Rosporden,,2015
21164,Réseau,19617,Déraillement,2015-12-01,[r] - DERAIL - déraillement du train n°891350 sur l'aiguille Tb préalablement talonnée,PSE,Laroche Migennes,,2015
21351,Réseau,19738,Incident grave de signalisation,2015-12-16,"[a] Déshuntage, entrainant la libération intempestive de la zone courte du PN 278
(SAL 2, non inscrit au PSN) au passage d'un EMV 97, provoquant sa réouverture prématurée.",LM,Busseau (23),,2015
21380,Réseau,0000,Ouvrage d'art déterioré,2015-12-20,[r] Collision avec un muret effondré sur la voie suivi d'un déraillement de la rame TER 831260,AL,Saulxures (67),,2015
19635,Mobilités,0,Franchissement intempestif d'un signal d'arrêt fermé,2015-07-04,[m] franchissement de signal carré avec engagement du point protégé,LR,Narbonne,,2015
19661,Réseau,,Défaillance voie,2015-07-08,RAIL KC - rupture d'AD,PN,Stade de France- St Denis,,2015
,Réseau,,Expédition d'un train sans ordre écrit  de restriction de vitesse,2015-08-23,"Circulation du train de voyageurs n°3412 de l'EF SNCF Mobilités sans ordre suite à un raté d'ouverture du PN
SAL2 n°75 km 120,831 non inscrit au PSN.",NMD,Granville,,2015
25758,Réseau,22489,Franchissement intempestif d'un signal d'arrêt fermé,2017-01-12,"[r] Franchissement intempestif du C1057 fermé par le train de SNCF Réseau n°812010 avec Engagement
du Point Protégé.",CA,Reims,4.0,2017
25768,Mobilités,22507,Franchissement intempestif d'un signal d'arrêt fermé,2017-01-15,[m] Franchissement d'un carré violet avec engagement du point protégé sur voie principale par un locotracteur de manœuvre.,PACA,Marseille,4.0,2017
25828,Mobilités,,Dérive,2017-01-23,[m] Dérive avec collision de heurtoir et blessé léger.,PCA,Perpignan,4.0,2017
25993,Réseau,22647,Erreur grave de procédure,2017-01-23,"[r] Absence d'annonce de la survenue du train 884168 , lors d'une opération de déplacement de LTV  (procédure Tx).",ALP,Sallanches,3.0,2017
25867,Réseau,22588,Défaillance voie,2017-01-25,[r] Balancement important lors du passage du train du 865163  avec interdiction de circulation (Gauche de 46mm).,PCA,Ste Eulalie,4.0,2017
25868,Réseau,22591,Mise en oeuvre de travaux sans protection,2017-01-25,"[r] Après restitution travaux, oubli de matériel en voie, lorry à main heurté ensuite par train n° 868105.",PCA,Entre Ruelle et Angoulême,3.0,2017
25962,Réseau,22262,Incident grave de signalisation,2017-02-02,[r] Travaux non annoncés au Poste sur la Zone d'approche (ZAP) du C 101 provoquant un dérangement contraire à la sécurité (FOH);,PE,Villemomble,4.0,2017
26022,Mobilités,,Incendie à bord d’un train,2017-02-10,[m] Incendie avec intervention des secours lors de la mise en tête sur voie 46 de la locomotive BB26067 pour le train 58706.,RA,Sibelin,3.0,2017
26065,Réseau,22758,Erreur grave de procédure,2017-02-15,"[r] Collision du train 884109  contre une mini-pelle engageant le gabarit de la VP, occasionnant des dégats légers (procédure Tx).",ALP,Charvonnex,3.0,2017
26095,Cause Tiers Mobilités,,Portes ouvertes sur train de voyageurs en circulation,2017-02-18,[CRM] Portes ouvertes en ligne  sur le train IC 4754.,PCA,Vestric-Lunel,3.0,2017
26142,Cause Tiers Réseau,22824,Incendie à bord d’un train,2017-02-24,"[CTR] Incendie d'un essieu d'une bourreuse de l'entreprise sous-traitante sur voie 2 interceptée par SNCF Réseau
avec intervention des pompiers.",PRG,Pontgouin,3.0,2017
26204,Réseau,22864,Expédition d'un train sans ordre écrit  de restriction de vitesse,2017-03-03,[r] Expédition du TGV 8970 avec un ordre RATO erroné entrainant une DVL >40 km/h au franchissement du PN 48 (CF).,PDL,Entre La Roche sur Yon et Belleville,4.0,2017
26235,Mobilités,,Evénement présentant un risque sécurité,2017-03-06,[m] Remise en marche du train Transilien n°117250  avec des voyageurs qui  descendent après un arrêt au 3/4 de la longueur du quai.,PE,Paris Est,3.0,2017
26344,Réseau,,Défaillance voie,2017-03-22,[r] Rupture du rail avec lacune de 35 mm dans la partie mobile de l'appareil de dilatation générant une interdiction de circulation.,BFC,Dijon,4.0,2017
26368,Réseau,23000,Ouvrage en terre déterioré,2017-03-24,[r] Défaillance d'ouvrage en terre générant l'arrêt des circulations.,PACA,Niolon,4.0,2017
26453,Mobilités,,Dépassement de la vitesse limite de plus de 40 km/h,2017-03-25,[m] Non-respect de marche restrictive du 4055 (30 km/h suite au dérangement de la TVP ) générant un dépassement de vitesse supérieur à 40 km /h (105 km/h).,MPY,La Fauga,3.0,2017
26417,Cause Tiers Réseau,23050,Ouvrage d'art déterioré,2017-03-28,[CTR] Heurt du tablier d'un pont rail par un camion entraînant une interdiction de circulation.,LR,Fondamente,4.0,2017
26449,Réseau,23086,Autorisation de franchissement d’un signal fermé,2017-04-03,[r] Autorisation de franchissement délivrée pour le C516 fermé par l'AC au conducteur du train de travaux sans vérification complète des conditions d'ouverture de ce signal (itinéraire non formé) (CF).,LIM,Solignac,4.0,2017
26773,Réseau,23354,Expédition d'un train sans ordre écrit  de restriction de vitesse,2017-04-05,[r] Expédition du train 1549 sans ordre prévu sur le PN 25 en dérangement suite à une confusion sur le numéro du PN (CF).,PE,Verneuil l'Etang,4.0,2017
26505,Mobilités,,Dépassement de la vitesse limite de plus de 40 km/h,2017-04-12,"[m] Dépassement de Vitesse Limite > 40 Km/h par le conducteur du TER 859304 pour non-respect
d'un ordre « DERA » au franchissement du PN 6 situé au km 17,883 (PN à SAL 2) en raté d'ouverture.",PDL,Entre Chemillé et La Jumellière,3.0,2017
26649,Réseau,23225,Défaillance voie,2017-04-27,[r] Découverte d'un surécartement par MAUZIN au niveau de la TJS 634-635 imposant un arrêt des circulations.,PSL,Paris-Saint-Lazare,4.0,2017
26802,Réseau,23384,Incident grave de signalisation,2017-05-22,"[r] Alimentation permanente de la zone d'approche du carré 801 sur voie DB,
poste 8 de Paris Nord à la suite d'une erreur d'installation (FOH).",PN,Paris Nord,4.0,2017
26819,Mobilités,0,Incendie à bord d’un train,2017-05-24,[m] Incendie dans le train de voyageurs n°867429.,PCA,Buzy en Béarn,4.0,2017
26957,Réseau,23440,Réception sur voie occupée,2017-05-26,[r] Réception sur voie occupée par un train Fret du TER 873281. Erreur d'itinéraire (CF) (NVI).,AUV,Lezoux,3.0,2017
,Réseau,23560,RFC,2017-06-16,"[r] Raté de fermeture du PN 3 suite à franchissement avec barrières
hautes du train 855962,",BZH,Entre Gourland et Tregonneau Squiffiec,4.0,2017
,Réseau,23645,RFC,2017-06-25,"[r] Raté de fermeture PN 20 gardé, suite à malaise du garde. Franchissement par plusieurs circulations.",RA,Balan,4.0,2017
27202,Mobilités,,Dépassement de la vitesse limite de plus de 40 km/h,2017-07-05,"[m) Dépassement de vitesse supérieur ou égal à 40 km/h
suite à non-respect d’un ordre de marche restrictive.",MPY,Cazères-sur-Garonne-Carbonne,3.0,2017
,Réseau,23719,Erreur grave de procédure,2017-07-07,"[r] Mouvement intempestif en sens inverse du sens normal d’un train de travaux,",PE,Gagny,4.0,2017
27263,Mobilités,,Franchissement intempestif d'un signal d'arrêt fermé,2017-07-13,[m] Franchissement de carré rouge (puis refoulement).,ALP,Culoz,4.0,2017
,Réseau,23779,RFC,2017-07-17,"[r] Raté de fermeture de PN (CF),",PCA,Thiviers,3.0,2017
27287,Mobilités,,Franchissement intempestif d'un signal d'arrêt fermé,2017-07-20,[m] FSA par refoulement du C9 fermé avec EPP par manœuvre TER 862460 vide; (Refoulement).,CEN,Nogent le Rotrou,4.0,2017
,Réseau,23880,Autorisation de franchissement d’un signal fermé,2017-08-01,"[r] Autorisations de franchissement sans vérifications, talonnages de l'aiguille point protégé réitérés. (CF).",PN,Epinay Sur Seine,4.0,2017
27660,Mobilités,,Défaut de mesures de protection travaux,2017-09-11,"[m] Lors de la desserte, coupe de l'Unité Multiple prévue du train 6864,
des clients descendent dans l'entre-voie avant de remonter sur le quai.",BFC,Dijon,3.0,2017
,Réseau,24315,Expédition d'un train sans ordre écrit  de restriction de vitesse,2017-09-21,"[r] 1 trains de SNCF Mobilités a circulé sans ordre RATO, à 76km/h au droit d'un PN au raté d'ouverture
reçu d'ordre de limitation de vitesse (CF)",RA,Amplepuis,3.0,2017
27760,Mobilités,,Evénement présentant un risque sécurité,2017-09-24,[m] Descente de voyageurs côté quai de service à Lyon Part Dieu sur le Train Ouigo 7808. Voyageurs dans les voies,RA,Lyon Part Dieu,3.0,2017
,Réseau,24268,Défaillance voie,2017-10-02,[r] Défaut géométrie voie décelé sur la voie principale n°6 par engin de mesure Mauzin de SNCF Réseau.,PCA,Hendaye,4.0,2017
,Réseau,24352,Déraillement,2017-10-16,854048 (X2100 + remorques XR + X2100) déraille du 3e bogie (1er bogie de la 1ere XR) sur l'aiguille d'entrée de la gare de Retiers (VU),BZH,Retiers,3.0,2017
,Réseau,24430,Franchissement intempestif d'un signal d'arrêt fermé,2017-10-25,Franchissement de signal d'arrêt avec engagement du point protégé par un train du GI,MPY,Lannemezan,4.0,2017
,Réseau,24497,Expédition d'un train sans ordre écrit  de restriction de vitesse,2017-10-30,[r] délivrance d'un ordre AVEN (Avis d'Enrayage) avec zone d'application erronée pour la limitation de vitesse (CF),NPC,Arras,3.0,2017
,Réseau,24469,Expédition d'un train sans ordre écrit  de restriction de vitesse,2017-10-30,[r] non délivrance de 2 ordres de vérification de position d'une aiguille suite à décontrôle (CF),LOR,Neufchateau,3.0,2017
28123,Mobilités,,Dépassement de la vitesse limite de plus de 40 km/h,2017-11-04,[m] DVL>40 Km/h sur aiguille d'entrée de la gare de Murat,AUV,Murat,4.0,2017
28216,Mobilités,,Dépassement de la vitesse limite de plus de 40 km/h,2017-11-05,[m] DVL>40 km/h sur une mission de balayage de la voie entre Montpellier et Lyon par TGV 9862,OCC,entre Manduel et Roquemaure,4.0,2017
,Réseau,24529,RFC,2017-11-07,[r] Raté de fermeture du PN7 de Nemours lors de la 1ere circulation après travaux,IDF,Nemours,4.0,2017
,Réseau,24546,Mise en oeuvre de travaux sans protection,2017-11-08,Heurt d'un lorry à main par un train de voyageurs Transilien,IdF,Bibliothèque F. Mitterand,3.0,2017
28169,Mobilités,,Franchissement intempestif d'un signal d'arrêt fermé,2017-11-08,[m] Franchissement d'un signal d'arrêt fermé C53 sur la ligne T4 avec engagement du point protégé et talonnage de l'aiguille,IdF,Aulnay/Bois,4.0,2017
,Réseau,25068,RFC,2017-11-16,Un train de travaux franchit ouvert un Passage à niveau gardienné après avoir franchi un SAM,OCC,Labarthe Inard,4.0,2017
28295,Mobilités,,Dépassement de la vitesse limite de plus de 40 km/h,2017-11-19,non respect d'ordre écrit DERA par TER pour présomption de raté d'ouverture de PN,AURA,entre Crest et Livron,3.0,2017
,Réseau,24635,Engagement intempestif d'un train sur une voie protégée pour des travaux,2017-11-20,[r] Circulation sur une zone de graissage non protégée alors que la demande a été accordée,NPC,Lille Flandres,3.0,2017
28268,Mobilités,,Dérive,2017-11-21,[m] Défaut d'immobilisation d'un train Transilien en gare à quai et mouvement sur 10 mètres,IdF,Paris Saint Lazare,4.0,2017
,Réseau,24734,Engagement intempestif d'un train sur une voie protégée pour des travaux,2017-11-27,engagement d'une mise en tête sur une voie protégée pour intervention d'agents de maintenance du Matériel,AURA,Ambérieu,3.0,2017
,Réseau,24769,Autorisation de franchissement d'un signal fermé,2017-12-01,Autorisation de franchissement avec vérification incomplète ayant occasionné le talonnage,HDF,Maroeuil,4.0,2017
,Réseau,24761,Franchissement intempestif d'un signal d'arrêt fermé,2017-12-05,franchissement d'un carré violet par un train du GI sur VP avec engagement du point protégé,OCC,Lannemezan,4.0,2017
,Réseau,25356,Expédition d'un train sans ordre écrit  de restriction de vitesse,2017-12-07,non-prise de mesures d'urgence pour arrêter un train se dirigeant vers un PN signalé en raté d'ouverture (CF),NMD,Entre Le Mans et Alençon,3.0,2017
,Cause Tiers Réseau,24847,COC,2017-12-13,collision du TER 17764 avec une voiture au PN30 avec déraillement du TER. Suicide avéré de l'automobiliste,IDF,Montereau (77),4.0,2017
21642,Réseau,19894,Collision contre véhicule en stationnement ou en dérive,2016-01-12,[r] Collision entre 2 trains du GI sur voie de service.,PAK,Toulon,5.0,2016
21660,Cause Tiers Réseau,,Incident grave de signalisation,2016-01-15,"[r] Pénétration en canton occupé du train n°754533, avec signal d'entrée du canton (C169) présentant l'indication ""VL"".",AL,Dashstein,4.0,2016
21828,Mobilités,,Dépassement de la vitesse limite de plus de 40 km/h,2016-01-21,[m] DVL > 40Km/h sur une distance de 2000m. En ligne entre Noisy-le-Sec et gare Paris-Est suite voiture isolée et mauvaise application du guide dépannage (AR 120 au lieu de ME 100).,PE,En ligne entre Noisy-le-Sec et gare Paris-Est,4.0,2016
21759,Réseau,,Déraillement,2016-01-22,"[r] Déraillement, par bi-voie, sur aiguille 54 (TNR Cad G), dun TTx (bourreuse),
sur voie principale, suite à talonnage, au cours d'une manœuvre, (NVI)",PRG,Courtalain Saint Pellerin,3.0,2016
21859,Mobilités,0,Incendie à bord d’un train,2016-01-29,[m] Incendie dans un train.,CEN,Monts,4.0,2016
21895,Mobilités,,Défaillance matériel roulant,2016-02-01,[m] Rupture d'attelage de train voyageur sur VP.,PAK,La Roche des Arnauds,3.0,2016
22235,Mobilités,0,Portes ouvertes sur train de voyageurs en circulation,2016-02-22,[m] Porte ouverte en ligne découverte lors de la surveillance du train en marche.,NPC,Lille,3.0,2016
22267,Réseau,,RFC,2016-02-27,"[r] Raté de fermeture du PN 4, signalé par le conducteur du train 868137.",LM,Aix sur Vienne,4.0,2016
22297,Cause Tiers Réseau,,RFC,2016-03-02,"[CTR] Raté de fermeture au PN 71 situé au km 176,145 au passage
du train 860362.Feux Hors Service.",CEN,Chambourg,4.0,2016
22377,Réseau,0000,Défaillance voie,2016-03-08,"[r] Défaut de géométrie détectée par Mauzin avec valeur d'arrêt,",LOR,Voie 2 bis Woippy,4.0,2016
22492,Mobilités,,Dérive,2016-03-10,[m) Dérive sur voie 1 du TN 197341 (matériel vide voyageurs TN Ligne C) en sens inverse du sens normal .,PN,Entre Saint-Ouen PL & Porte de Clichy,4.0,2016
22402,Mobilités,0,Evénement présentant un risque sécurité,2016-03-11,"[m]  Autorisation de départ donné alors que le service du train n’est pas terminé,",CEN,Amboise,3.0,2016
22452,Réseau,20424,Erreur grave de procédure,2016-03-17,[r]  Présence indue d'une tirefonneuse sur VP signalée par un train croiseur [procédure Tx].,PCA,Lacq,3.0,2016
22507,Réseau,20463,Réception sur voie occupée,2016-03-21,[r] Réception d'un train de voyageur sur voie occupée.,MPY,Baraqueville,3.0,2016
22529,Réseau,,Réception sur voie occupée,2016-03-23,[r] Réception intempestive d'un train de voyageurs sur une voie occupée.,ALP,Bonneville,3.0,2016
22673,Mobilités,20582,Franchissement intempestif d'un signal d'arrêt fermé,2016-04-06,[m] Franchissement de carré avec engagement du point protégé.,AUV,Vic-le-Comte,4.0,2016
22692,Réseau,20597,Dégagement intempestif du domaine fermé,2016-04-07,"[r] Dégagement Intempestif du domaine fermé par TTx A31 sur voie 2 (VP),
au km 9,697 (SAM + pétard au droit du Cv 643 pris à revers).",PSL,Argenteuil,4.0,2016
22723,Réseau,0000,Dégagement intempestif du domaine fermé,2016-04-12,[r] Dégagement intempestif du TTx d'un domaine fermé en gare.,BFC,Longuevilles Rochejean,4.0,2016
22774,Mobilités,,Franchissement intempestif d'un signal d'arrêt fermé,2016-04-15,"[m] Franchissement du S3 (block manuel) en manoeuvre sur VP sans ordre verbal de l'agent sédentaire suivi  d'un bi-voie sur l'aiguille TNR N°2,",BFC,Le Valdahon,4.0,2016
22832,Réseau,20673,Expédition d'un train sans ordre écrit  de restriction de vitesse,2016-04-20,"[r] Expédition d'un train avec une erreur de Pk dans l'ordre générant un DVL sup 40 avec collision avec une vache,",RA,Entre Régny et Amplepuis,4.0,2016
22875,Cause Tiers Réseau,20717,Déraillement,2016-04-25,"[CTR] Déraillement du train de travaux 71 suite au vol d'un coeur d'aiguille et des contre-rails le jouxtant.
Pas de blessé. Acte de malveillance.",CEN,Chateauneuf sur Loire,4.0,2016
22885,Réseau,,Mise en oeuvre de travaux sans protection,2016-04-26,[r] Collision matériel équipement par train 165895 (TN Ligne N),PRG,entre Tacoignères-R. PL & Houdan PL,4.0,2016
22902,Réseau,20728,Franchissement intempestif d'un signal d'arrêt fermé,2016-04-27,"[r] Franchissement intempestif du signal C30 fermé par une manœuvre
de refoulement de SNCF Réseau. Point protégé engagé [Refoulement],",PE,Vaires poste 2,4.0,2016
22967,Cause Tiers Réseau,0000,Incendie à bord d’un train,2016-05-05,[CTR] Incendie avec intervention des pompiers sur un engin d'un train de travaux.,PE,Emerainville,3.0,2016
22989,Mobilités,,Franchissement intempestif d'un signal d'arrêt fermé,2016-05-09,[m] Franchissement du Cv172 avec engagement du point protégé sur VP par le train N°87480.,AL,Mulhouse,4.0,2016
23079,Mobilités,0,Rupture d'un élément du matériel roulant,2016-05-13,[m] Rupture d'attelage.,LM,Brive,4.0,2016
23175,Cause Tiers Mobilités,,Portes ouvertes sur train de voyageurs en circulation,2016-05-24,[CTM] Porte ouverte détectée par Réseau (STEM) sur le train TER 17766.,PSE,Moret,3.0,2016
23388,Cause Tiers Réseau,,Déraillement,2016-06-17,[CTR] Déraillement de 3 wagons du train n°75253 sur la VU de Flamboin Gouaix à Monterau.,PSE,Chatenay/Seine,3.0,2016
23405,Mobilités,21071,Incendie à bord d’un train,2016-06-17,"[m] Incendie matériel Z6523 du TN 133808 (TN Ligne L  UM2 Z6400)
 sur voie 2, avec intervention effective des pompiers.",PSL,Viroflay R.D.,4.0,2016
23458,Réseau,21093,Mise en oeuvre de travaux sans protection,2016-06-23,[r] Mise en oeuvre de travaux en dehors du domaine fermé,AUV,Commentry,3.0,2016
23544,Cause Tiers Réseau,0000,Accident de personne,2016-07-03,"[CTR] Lors de travaux, un opérateur (géomètre) d'une entreprise
a été heurté par une pelle rail route de chantier puis a chuté sur la route.",PE,Rosa Parks,5.0,2016
23715,Réseau,,Expédition d'un train sans ordre écrit  de restriction de vitesse,2016-07-16,[r] Expédition d'un train de voyageur avec ordre OCAR incomplet. 100m de part et d'autre de la zone dangereuse en lieu et place de 1000m.,AUV,Thiers,4.0,2016
23792,Cause Tiers Mobilités,,Franchissement intempestif d'un signal d'arrêt fermé,2016-07-26,[CTM] Franchissement de Cv 464 sur VP avec engagement du point protégé.,NPC,Calais,4.0,2016
23885,Mobilités,,Franchissement intempestif d'un signal d'arrêt fermé,2016-08-03,[m] Franchissement du C 420 par une manœuvre de refoulement avec engagement du point protégé [Refoulement].,PAK,Miramas,4.0,2016
24139,Réseau,,Expédition d'un train sans ordre écrit  de restriction de vitesse,2016-08-25,[r] Circulation sans ordre prévu du train de voyageurs TER n° 17764 (DVL>40km/h).,RA,Anse,3.0,2016
24176,Mobilités,,Franchissement intempestif d'un signal d'arrêt fermé,2016-08-29,"[m] Franchissement du signal d'exploitation 734 (km 0,560 - signal dentrée de station de Lutterbach)
par Tram Train 832616 à la vitesse de 42 km/h. Engagement du point protégé (aiguille).",AL,Lutterbach,4.0,2016
24261,Cause Tiers Réseau,,Collision contre obstacle à un passage à niveau,2016-09-05,[CTR] Collision contre un camion grue  PN 107 (voir le 15/09/2016).,PACA,La Calade-Éguilles,4.0,2016
24277,Réseau,,Mise en oeuvre de travaux sans protection,2016-09-05,[r] Mise en oeuvre de travaux en dehors d'un domaine fermé en présence d'une circulation ferroviaire.,AN,Clermont-Ferrand,3.0,2016
24401,Réseau,,Expédition d'un train sans ordre écrit  de restriction de vitesse,2016-09-14,"[r] Expédition  du train 11944 sans ordre prévu de restriction de vitesse au  PN 28 en raté d’ouverture ,",PE,Longueville,4.0,2016
24414,Réseau,,RFC,2016-09-17,[r] Raté de fermeture du PN 88 suite travaux de nuit.,RA,Les Flachères,4.0,2016
24489,Réseau,,Déraillement,2016-09-23,"[r] Déraillement puis enraillement d'un ou plusieurs bogies du train Infrarail n° 444633
transportant des longs rails soudés avec arrachement des tampons du 10ème wagon.",PAK,Miramas,4.0,2016
24542,Réseau,21718,RFC,2016-09-27,[r] Dérangement grave de signalisation générant une annonce tardive à un PN SAL.,PAK,Veynes-Dévoluy,4.0,2016
